Byte_Position,Bit_1_Count,Bit_0_Count
1116160,8192,0
1117184,8192,0
1118208,8192,0
1119232,8192,0
1120256,8192,0
1121280,8192,0
1122304,8192,0
1123328,8192,0
1124352,8192,0
1125376,8192,0
1126400,8192,0
1127424,8192,0
1128448,8192,0
1129472,8192,0
1130496,8192,0
1131520,8192,0
1132544,8192,0
1133568,8192,0
1134592,8192,0
1135616,8192,0
1136640,8192,0
1137664,8192,0
1138688,8192,0
1139712,8192,0
1140736,8192,0
1141760,8192,0
1142784,8192,0
1143808,8192,0
1144832,8192,0
1145856,8192,0
1146880,8192,0
1147904,8192,0
1148928,8192,0
1149952,8192,0
1150976,8192,0
1152000,8192,0
1153024,8192,0
1154048,8192,0
1155072,8192,0
1156096,8192,0
1157120,8192,0
1158144,8192,0
1159168,8192,0
1160192,8192,0
1161216,8192,0
1162240,8192,0
1163264,8192,0
1164288,8192,0
1165312,8192,0
1166336,8192,0
1167360,8192,0
1168384,8192,0
1169408,8192,0
1170432,8192,0
1171456,8192,0
1172480,8192,0
1173504,8192,0
1174528,8192,0
1175552,8192,0
1176576,8192,0
1177600,8192,0
1178624,8192,0
1179648,8192,0
1180672,8192,0
1181696,8192,0
1182720,8192,0
1183744,8192,0
1184768,8192,0
1185792,8192,0
1186816,8192,0
1187840,8192,0
1188864,8192,0
1189888,8192,0
1190912,8192,0
1191936,8192,0
1192960,8192,0
1193984,8192,0
1195008,8192,0
1196032,8192,0
1197056,8192,0
1198080,8192,0
1199104,8192,0
1200128,8192,0
1201152,8192,0
1202176,8192,0
1203200,8192,0
1204224,8192,0
1205248,8192,0
1206272,8192,0
1207296,8192,0
1208320,8192,0
1209344,8192,0
1210368,8192,0
1211392,8192,0
1212416,8192,0
1213440,8192,0
1214464,8192,0
1215488,8192,0
1216512,8192,0
1217536,8192,0
1218560,8192,0
1219584,8192,0
1220608,8192,0
1221632,8192,0
1222656,8192,0
1223680,8192,0
1224704,8192,0
1225728,8192,0
1226752,8192,0
1227776,8192,0
1228800,8192,0
1229824,8192,0
1230848,8192,0
1231872,8192,0
1232896,8192,0
1233920,8192,0
1234944,8192,0
1235968,8192,0
1236992,8192,0
1238016,8192,0
1239040,8192,0
1240064,8192,0
1241088,8192,0
1242112,8192,0
1243136,8192,0
1244160,8192,0
1245184,8192,0
1246208,8192,0
1247232,8192,0
1248256,8192,0
1249280,8192,0
1250304,8192,0
1251328,6711,1481
1252352,4068,4124
1253376,4129,4063
1254400,4032,4160
1255424,4208,3984
1256448,4084,4108
1257472,4029,4163
1258496,4019,4173
1259520,4062,4130
1260544,4112,4080
1261568,4046,4146
1262592,4074,4118
1263616,4122,4070
1264640,4136,4056
1265664,4158,4034
1266688,4157,4035
1267712,4109,4083
1268736,4071,4121
1269760,4135,4057
1270784,4111,4081
1271808,4125,4067
1272832,4110,4082
1273856,4093,4099
1274880,4158,4034
1275904,4027,4165
1276928,4010,4182
1277952,4043,4149
1278976,4070,4122
1280000,4081,4111
1281024,4130,4062
1282048,5945,2247
1283072,8192,0
1284096,8192,0
1285120,8192,0
1286144,8192,0
1287168,8192,0
1288192,8192,0
1289216,8192,0
1290240,8192,0
1291264,8192,0
1292288,8192,0
1293312,8192,0
1294336,8192,0
1295360,8192,0
1296384,8192,0
1297408,8192,0
1298432,8192,0
1299456,8192,0
1300480,8192,0
1301504,8192,0
1302528,8192,0
1303552,8192,0
1304576,8192,0
1305600,8192,0
1306624,8192,0
1307648,8192,0
1308672,8192,0
1309696,8192,0
1310720,8192,0
1311744,8192,0
1312768,8192,0
1313792,8192,0
1314816,8192,0
1315840,8192,0
1316864,8192,0
1317888,8192,0
1318912,8192,0
1319936,8192,0
1320960,8192,0
1321984,8192,0
1323008,8192,0
1324032,8192,0
1325056,8192,0
1326080,8192,0
1327104,8192,0
1328128,8192,0
1329152,8192,0
1330176,8192,0
1331200,8192,0
1332224,8192,0
1333248,8192,0
1334272,8192,0
1335296,8192,0
1336320,8192,0
1337344,8192,0
1338368,8192,0
1339392,8192,0
1340416,8192,0
1341440,8192,0
1342464,8192,0
1343488,8192,0
1344512,8192,0
1345536,8192,0
1346560,8192,0
1347584,8192,0
1348608,8192,0
1349632,8192,0
1350656,8192,0
1351680,8192,0
1352704,8192,0
1353728,8192,0
1354752,8192,0
1355776,8192,0
1356800,8192,0
1357824,8192,0
1358848,8192,0
1359872,8192,0
1360896,8192,0
1361920,8192,0
1362944,8192,0
1363968,8192,0
1364992,8192,0
1366016,8192,0
1367040,8192,0
1368064,8192,0
1369088,8192,0
1370112,8192,0
1371136,8192,0
1372160,8192,0
1373184,8192,0
1374208,8192,0
1375232,8192,0
1376256,8192,0
1377280,8192,0
1378304,8192,0
1379328,8192,0
1380352,8192,0
1381376,8192,0
1382400,8192,0
1383424,8192,0
1384448,8192,0
1385472,8192,0
1386496,8192,0
1387520,8192,0
1388544,8192,0
1389568,8192,0
1390592,8192,0
1391616,8192,0
1392640,8192,0
1393664,8192,0
1394688,8192,0
1395712,8192,0
1396736,8192,0
1397760,8192,0
1398784,8192,0
1399808,8192,0
1400832,8192,0
1401856,8192,0
1402880,8192,0
1403904,8192,0
1404928,8192,0
1405952,8192,0
1406976,8192,0
1408000,8192,0
1409024,8192,0
1410048,8192,0
1411072,8192,0
1412096,8192,0
1413120,8192,0
1414144,8192,0
1415168,8192,0
1416192,8192,0
1417216,8192,0
1418240,8192,0
1419264,8192,0
1420288,8192,0
1421312,8192,0
1422336,8192,0
1423360,8192,0
1424384,8192,0
1425408,8192,0
1426432,8192,0
1427456,8192,0
1428480,8192,0
1429504,8192,0
1430528,8192,0
1431552,8192,0
1432576,8192,0
1433600,8192,0
1434624,8192,0
1435648,8192,0
1436672,8192,0
1437696,8192,0
1438720,8192,0
1439744,8192,0
1440768,8192,0
1441792,8192,0
1442816,8192,0
1443840,8192,0
1444864,8192,0
1445888,8192,0
1446912,8192,0
1447936,8192,0
1448960,8192,0
1449984,8192,0
1451008,8192,0
1452032,8192,0
1453056,8192,0
1454080,8192,0
1455104,8192,0
1456128,8192,0
1457152,8192,0
1458176,8192,0
1459200,8192,0
1460224,4654,3538
1461248,4151,4041
1462272,4072,4120
1463296,4089,4103
1464320,4055,4137
1465344,4145,4047
1466368,4134,4058
1467392,4120,4072
1468416,4105,4087
1469440,4035,4157
1470464,4089,4103
1471488,4128,4064
1472512,4084,4108
1473536,4070,4122
1474560,4071,4121
1475584,4065,4127
1476608,4112,4080
1477632,4103,4089
1478656,4129,4063
1479680,4126,4066
1480704,4087,4105
1481728,4179,4013
1482752,4132,4060
1483776,4098,4094
1484800,4101,4091
1485824,4149,4043
1486848,4063,4129
1487872,4090,4102
1488896,4025,4167
1489920,4122,4070
1490944,4162,4030
1491968,4042,4150
1492992,4102,4090
1494016,4591,3601
1495040,8192,0
1496064,8192,0
1497088,8192,0
1498112,8192,0
1499136,8192,0
1500160,8192,0
1501184,8192,0
1502208,8192,0
1503232,8192,0
1504256,8192,0
1505280,8192,0
1506304,8192,0
1507328,8192,0
1508352,8192,0
1509376,8192,0
1510400,8192,0
1511424,8192,0
1512448,8192,0
1513472,8192,0
1514496,8192,0
1515520,8192,0
1516544,8192,0
1517568,8192,0
1518592,8192,0
1519616,8192,0
1520640,8192,0
1521664,8192,0
1522688,8192,0
1523712,8192,0
1524736,8192,0
1525760,8192,0
1526784,8192,0
1527808,8192,0
1528832,8192,0
1529856,8192,0
1530880,8192,0
1531904,8192,0
1532928,8192,0
1533952,8192,0
1534976,8192,0
1536000,8192,0
1537024,8192,0
1538048,8192,0
1539072,8192,0
1540096,8192,0
1541120,8192,0
1542144,8192,0
1543168,8192,0
1544192,8192,0
1545216,8192,0
1546240,8192,0
1547264,8192,0
1548288,8192,0
1549312,8192,0
1550336,8192,0
1551360,8192,0
1552384,8192,0
1553408,8192,0
1554432,8192,0
1555456,8192,0
1556480,8192,0
1557504,8192,0
1558528,8192,0
1559552,8192,0
1560576,8192,0
1561600,8192,0
1562624,8192,0
1563648,8192,0
1564672,8192,0
1565696,8192,0
1566720,8192,0
1567744,8192,0
1568768,8192,0
1569792,8192,0
1570816,8192,0
1571840,8192,0
1572864,8192,0
1573888,8192,0
1574912,8192,0
1575936,8192,0
1576960,8192,0
1577984,8192,0
1579008,8192,0
1580032,8192,0
1581056,8192,0
1582080,8192,0
1583104,8192,0
1584128,8192,0
1585152,8192,0
1586176,8192,0
1587200,8192,0
1588224,8192,0
1589248,8192,0
1590272,8192,0
1591296,8192,0
1592320,8192,0
1593344,8192,0
1594368,8192,0
1595392,8192,0
1596416,8192,0
1597440,8192,0
1598464,8192,0
1599488,8192,0
1600512,8192,0
1601536,8192,0
1602560,8192,0
1603584,8192,0
1604608,8192,0
1605632,8192,0
1606656,8192,0
1607680,8192,0
1608704,8192,0
1609728,8192,0
1610752,8192,0
1611776,8192,0
1612800,8192,0
1613824,8192,0
1614848,8192,0
1615872,8192,0
1616896,8192,0
1617920,8192,0
1618944,8192,0
1619968,8192,0
1620992,8192,0
1622016,8192,0
1623040,8192,0
1624064,8192,0
1625088,8192,0
1626112,8192,0
1627136,8192,0
1628160,8192,0
1629184,8192,0
1630208,8192,0
1631232,8192,0
1632256,8192,0
1633280,8192,0
1634304,8192,0
1635328,8192,0
1636352,8192,0
1637376,8192,0
1638400,8192,0
1639424,8192,0
1640448,8192,0
1641472,8192,0
1642496,8192,0
1643520,8192,0
1644544,8192,0
1645568,8192,0
1646592,8192,0
1647616,8192,0
1648640,8192,0
1649664,8192,0
1650688,8192,0
1651712,8192,0
1652736,8192,0
1653760,8192,0
1654784,8192,0
1655808,8192,0
1656832,8192,0
1657856,8192,0
1658880,8192,0
1659904,8192,0
1660928,8192,0
1661952,8192,0
1662976,8192,0
1664000,8192,0
1665024,8192,0
1666048,8192,0
1667072,8192,0
1668096,6838,1354
1669120,3710,4482
1670144,6950,1242
1671168,8192,0
1672192,8192,0
