Timestamp,Power(W),DIP_Config
44.333333333333336,0.0228972,UNKNOWN
44.666666666666664,0.06912,UNKNOWN
45.0,0.06912,UNKNOWN
45.333333333333336,0.06912,UNKNOWN
45.666666666666664,0.0228972,UNKNOWN
46.0,0.023039999999999998,UNKNOWN
46.333333333333336,0.023039999999999998,UNKNOWN
46.666666666666664,0.06912,UNKNOWN
47.0,0.06912,UNKNOWN
47.333333333333336,0.06912,UNKNOWN
47.666666666666664,0.023039999999999998,UNKNOWN
48.0,0.023039999999999998,UNKNOWN
48.333333333333336,0.023039999999999998,UNKNOWN
48.666666666666664,0.06912,UNKNOWN
49.0,0.06912,UNKNOWN
49.333333333333336,0.06912,UNKNOWN
49.666666666666664,0.06912,UNKNOWN
50.0,0.06912,UNKNOWN
50.333333333333336,0.023039999999999998,UNKNOWN
