Byte_Position,Bit_1_Count,Bit_0_Count
1572864,8192,0
1573888,8192,0
1574912,8192,0
1575936,8192,0
1576960,6218,1974
1577984,4000,4192
1579008,4115,4077
1580032,4026,4166
1581056,4049,4143
1582080,4214,3978
1583104,4127,4065
1584128,4101,4091
1585152,4025,4167
1586176,4184,4008
1587200,4098,4094
1588224,4123,4069
1589248,4148,4044
1590272,4075,4117
1591296,4054,4138
1592320,4062,4130
1593344,4036,4156
1594368,4156,4036
1595392,4069,4123
1596416,4167,4025
1597440,4205,3987
1598464,4062,4130
1599488,4103,4089
1600512,4073,4119
1601536,4114,4078
1602560,4113,4079
1603584,4062,4130
1604608,3980,4212
1605632,4765,3427
1606656,8192,0
1607680,8192,0
1608704,8192,0
1609728,8192,0
1610752,4849,3343
1611776,6103,2089
1612800,8192,0
1613824,8192,0
1614848,8192,0
1615872,8192,0
1616896,8192,0
1617920,8192,0
1618944,8192,0
1619968,8192,0
1620992,8192,0
1622016,5030,3162
1623040,4110,4082
1624064,4083,4109
1625088,4067,4125
1626112,4086,4106
1627136,4104,4088
1628160,4114,4078
1629184,4071,4121
1630208,4109,4083
1631232,4098,4094
1632256,3990,4202
1633280,4040,4152
1634304,4025,4167
1635328,4087,4105
1636352,4128,4064
1637376,4104,4088
1638400,4084,4108
1639424,4103,4089
1640448,4041,4151
1641472,6561,1631
1642496,8192,0
1643520,7778,414
1644544,6701,1491
1645568,8192,0
1646592,8192,0
1647616,8192,0
1648640,8192,0
1649664,8192,0
1650688,8192,0
1651712,8192,0
1652736,8192,0
1653760,8192,0
1654784,5996,2196
1655808,4111,4081
1656832,3987,4205
1657856,4151,4041
1658880,4076,4116
1659904,4080,4112
1660928,4005,4187
1661952,4065,4127
1662976,4077,4115
1664000,4023,4169
1665024,4074,4118
1666048,4102,4090
1667072,4064,4128
1668096,4065,4127
1669120,4041,4151
1670144,4162,4030
1671168,4103,4089
1672192,3998,4194
1673216,4174,4018
1674240,4092,4100
1675264,4037,4155
1676288,4038,4154
1677312,4110,4082
1678336,4028,4164
1679360,4119,4073
1680384,4064,4128
1681408,4179,4013
1682432,4130,4062
1683456,4207,3985
1684480,4083,4109
1685504,4127,4065
1686528,4114,4078
1687552,3934,4258
1688576,3829,4363
1689600,4088,4104
1690624,4129,4063
1691648,4116,4076
1692672,4065,4127
1693696,4121,4071
1694720,4018,4174
1695744,3987,4205
1696768,5572,2620
1697792,8192,0
1698816,8192,0
1699840,4664,3528
1700864,4403,3789
1701888,8192,0
1702912,8192,0
1703936,8192,0
1704960,8192,0
1705984,8192,0
1707008,8192,0
1708032,8192,0
1709056,8192,0
1710080,7281,911
1711104,3818,4374
1712128,4091,4101
1713152,4090,4102
1714176,4055,4137
1715200,4056,4136
1716224,4087,4105
1717248,4108,4084
1718272,6805,1387
1719296,8192,0
1720320,8192,0
1721344,7263,929
1722368,4107,4085
1723392,4035,4157
1724416,4083,4109
1725440,4086,4106
1726464,4129,4063
1727488,4077,4115
1728512,4056,4136
1729536,4141,4051
1730560,4133,4059
1731584,4083,4109
1732608,4183,4009
1733632,4066,4126
1734656,3830,4362
1735680,6301,1891
1736704,8192,0
1737728,8192,0
1738752,8192,0
1739776,8192,0
1740800,8192,0
1741824,8192,0
1742848,8192,0
1743872,5808,2384
1744896,4161,4031
1745920,4134,4058
1746944,4091,4101
1747968,4061,4131
1748992,4081,4111
1750016,4054,4138
1751040,4178,4014
1752064,4072,4120
1753088,4057,4135
1754112,4086,4106
1755136,4059,4133
1756160,4147,4045
1757184,4177,4015
1758208,4036,4156
1759232,3808,4384
1760256,7643,549
1761280,8192,0
1762304,8192,0
1763328,8192,0
1764352,8192,0
1765376,8192,0
1766400,4475,3717
1767424,8192,0
1768448,8192,0
1769472,8192,0
1770496,8192,0
1771520,8192,0
1772544,8192,0
1773568,8192,0
1774592,8192,0
1775616,8192,0
1776640,6853,1339
1777664,5623,2569
1778688,8192,0
1779712,8192,0
1780736,8192,0
1781760,8192,0
1782784,8192,0
1783808,8192,0
1784832,8192,0
1785856,8192,0
1786880,8192,0
1787904,6926,1266
1788928,4107,4085
1789952,4108,4084
1790976,4025,4167
1792000,3964,4228
1793024,3950,4242
1794048,4019,4173
1795072,3996,4196
1796096,4067,4125
1797120,5175,3017
1798144,8192,0
1799168,7006,1186
1800192,3962,4230
1801216,4052,4140
1802240,4094,4098
1803264,4107,4085
1804288,4118,4074
1805312,4151,4041
1806336,4093,4099
1807360,4101,4091
1808384,4042,4150
1809408,4086,4106
1810432,4041,4151
1811456,3919,4273
1812480,5011,3181
1813504,8192,0
1814528,8192,0
1815552,8192,0
1816576,8192,0
1817600,8192,0
1818624,8192,0
1819648,8192,0
1820672,8192,0
1821696,4783,1817
